Datetime,Open,High,Low,Close,Adj Close,Volume
2023-02-23 04:15:00+00:00,24461.390625,24461.390625,24448.119140625,24448.119140625,24448.119140625,0
2023-02-23 04:20:00+00:00,24450.294921875,24458.353515625,24446.837890625,24458.353515625,24458.353515625,11882496
2023-02-23 04:25:00+00:00,24470.396484375,24472.001953125,24468.61328125,24468.61328125,24468.61328125,21590016
2023-02-23 04:30:00+00:00,24468.986328125,24468.986328125,24457.978515625,24457.978515625,24457.978515625,0
2023-02-23 04:35:00+00:00,24461.994140625,24462.138671875,24457.810546875,24457.810546875,24457.810546875,0
2023-02-23 04:40:00+00:00,24450.181640625,24457.037109375,24448.8125,24457.037109375,24457.037109375,0
2023-02-23 04:45:00+00:00,24460.142578125,24483.599609375,24460.142578125,24483.599609375,24483.599609375,0
2023-02-23 04:50:00+00:00,24484.244140625,24484.599609375,24478.6484375,24478.6484375,24478.6484375,0
2023-02-23 04:55:00+00:00,24473.23828125,24489.142578125,24471.41796875,24489.142578125,24489.142578125,0
2023-02-23 05:00:00+00:00,24492.232421875,24509.7109375,24492.232421875,24509.7109375,24509.7109375,0
2023-02-23 05:05:00+00:00,24507.310546875,24507.310546875,24496.802734375,24496.802734375,24496.802734375,0
2023-02-23 05:10:00+00:00,24500.375,24504.537109375,24500.375,24504.537109375,24504.537109375,8916992
2023-02-23 05:15:00+00:00,24504.12890625,24504.12890625,24503.03515625,24503.03515625,24503.03515625,0
2023-02-23 05:20:00+00:00,24504.224609375,24509.50390625,24504.224609375,24507.865234375,24507.865234375,0
2023-02-23 05:25:00+00:00,24509.619140625,24509.619140625,24498.525390625,24498.525390625,24498.525390625,0
2023-02-23 05:30:00+00:00,24497.94921875,24497.94921875,24463.728515625,24463.728515625,24463.728515625,0
2023-02-23 05:35:00+00:00,24457.744140625,24457.744140625,24420.26953125,24420.4296875,24420.4296875,39983104
2023-02-23 05:40:00+00:00,24409.36328125,24409.36328125,24399.08984375,24400.501953125,24400.501953125,23435264
2023-02-23 05:45:00+00:00,24401.1171875,24406.849609375,24401.1171875,24406.849609375,24406.849609375,6383616
2023-02-23 05:50:00+00:00,24414.29296875,24414.29296875,24393.34765625,24393.34765625,24393.34765625,0
2023-02-23 05:55:00+00:00,24387.916015625,24401.578125,24387.1875,24401.380859375,24401.380859375,29450240
2023-02-23 06:00:00+00:00,24400.63671875,24409.759765625,24400.63671875,24409.759765625,24409.759765625,0
2023-02-23 06:05:00+00:00,24410.07421875,24410.63671875,24406.55078125,24406.55078125,24406.55078125,0
2023-02-23 06:10:00+00:00,24398.8203125,24405.462890625,24398.8203125,24400.3515625,24400.3515625,22474752
2023-02-23 06:15:00+00:00,24400.189453125,24400.189453125,24394.537109375,24394.95703125,24394.95703125,59392
2023-02-23 06:20:00+00:00,24396.0078125,24400.287109375,24396.0078125,24397.998046875,24397.998046875,0
2023-02-23 06:25:00+00:00,24392.5625,24395.779296875,24392.5625,24393.2265625,24393.2265625,0
2023-02-23 06:30:00+00:00,24393.302734375,24393.302734375,24381.685546875,24381.701171875,24381.701171875,0
2023-02-23 06:35:00+00:00,24379.783203125,24379.783203125,24369.66015625,24369.66015625,24369.66015625,0
2023-02-23 06:40:00+00:00,24343.7734375,24359.1875,24343.7734375,24359.1875,24359.1875,10563584
2023-02-23 06:45:00+00:00,24362.859375,24376.623046875,24362.859375,24375.6640625,24375.6640625,3745792
2023-02-23 06:50:00+00:00,24375.55078125,24376.080078125,24373.9765625,24376.080078125,24376.080078125,0
2023-02-23 06:55:00+00:00,24387.947265625,24395.2890625,24387.947265625,24395.2890625,24395.2890625,0
2023-02-23 07:00:00+00:00,24391.4140625,24400.255859375,24391.4140625,24400.255859375,24400.255859375,0
2023-02-23 07:05:00+00:00,24406.38671875,24412.205078125,24400.904296875,24400.904296875,24400.904296875,0
2023-02-23 07:10:00+00:00,24393.5234375,24400.001953125,24388.298828125,24400.001953125,24400.001953125,3297280
2023-02-23 07:15:00+00:00,24408.083984375,24409.130859375,24408.083984375,24409.130859375,24409.130859375,0
2023-02-23 07:20:00+00:00,24420.447265625,24422.96484375,24420.447265625,24422.96484375,24422.96484375,0
2023-02-23 07:25:00+00:00,24423.4765625,24423.630859375,24423.349609375,24423.349609375,24423.349609375,0
2023-02-23 07:30:00+00:00,24422.5703125,24422.5703125,24415.396484375,24415.396484375,24415.396484375,0
2023-02-23 07:35:00+00:00,24417.568359375,24417.568359375,24412.6484375,24412.6484375,24412.6484375,0
2023-02-23 07:40:00+00:00,24412.974609375,24412.974609375,24405.169921875,24405.169921875,24405.169921875,0
2023-02-23 07:45:00+00:00,24404.69140625,24405.40625,24395.21484375,24405.40625,24405.40625,0
2023-02-23 07:50:00+00:00,24413.0078125,24419.388671875,24413.0078125,24417.140625,24417.140625,9734144
2023-02-23 07:55:00+00:00,24400.0546875,24400.0546875,24392.607421875,24392.607421875,24392.607421875,0
2023-02-23 08:00:00+00:00,24390.658203125,24391.859375,24390.064453125,24391.859375,24391.859375,0
2023-02-23 08:05:00+00:00,24390.408203125,24390.408203125,24383.037109375,24385.759765625,24385.759765625,0
2023-02-23 08:10:00+00:00,24391.138671875,24407.974609375,24391.138671875,24407.974609375,24407.974609375,0
2023-02-23 08:15:00+00:00,24414.33203125,24454.271484375,24414.33203125,24454.271484375,24454.271484375,28526592
2023-02-23 08:20:00+00:00,24450.291015625,24468.52734375,24450.291015625,24468.52734375,24468.52734375,18495488
2023-02-23 08:25:00+00:00,24454.51171875,24454.51171875,24416.216796875,24418.033203125,24418.033203125,38850560
2023-02-23 08:30:00+00:00,24435.556640625,24466.80078125,24435.556640625,24466.80078125,24466.80078125,0
2023-02-23 08:35:00+00:00,24465.41015625,24465.78125,24451.86328125,24451.86328125,24451.86328125,0
2023-02-23 08:40:00+00:00,24444.443359375,24444.443359375,24427.296875,24427.296875,24427.296875,0
2023-02-23 08:45:00+00:00,24430.05859375,24452.158203125,24430.05859375,24452.158203125,24452.158203125,0
2023-02-23 08:50:00+00:00,24449.611328125,24449.611328125,24443.20703125,24443.20703125,24443.20703125,0
2023-02-23 08:55:00+00:00,24435.0390625,24438.7734375,24430.640625,24430.640625,24430.640625,0
2023-02-23 09:00:00+00:00,24427.61328125,24427.61328125,24419.736328125,24423.724609375,24423.724609375,0
2023-02-23 09:05:00+00:00,24423.05859375,24424.2890625,24422.205078125,24422.205078125,24422.205078125,0
2023-02-23 09:10:00+00:00,24428.880859375,24428.880859375,24426.115234375,24427.74609375,24427.74609375,0
2023-02-23 09:15:00+00:00,24431.12109375,24458.376953125,24431.12109375,24458.376953125,24458.376953125,0
2023-02-23 09:20:00+00:00,24456.962890625,24456.962890625,24441.162109375,24441.162109375,24441.162109375,0
2023-02-23 09:25:00+00:00,24409.9921875,24412.87109375,24407.0703125,24412.87109375,24412.87109375,0
2023-02-23 09:30:00+00:00,24407.646484375,24407.646484375,24386.517578125,24386.517578125,24386.517578125,0
2023-02-23 09:35:00+00:00,24384.8515625,24386.419921875,24381.755859375,24386.419921875,24386.419921875,25894912
2023-02-23 09:40:00+00:00,24387.189453125,24394.623046875,24387.189453125,24394.623046875,24394.623046875,0
2023-02-23 09:45:00+00:00,24393.751953125,24393.751953125,24385.302734375,24385.302734375,24385.302734375,0
2023-02-23 09:50:00+00:00,24381.59765625,24381.59765625,24365.841796875,24365.841796875,24365.841796875,0
2023-02-23 09:55:00+00:00,24349.580078125,24351.267578125,24344.060546875,24344.060546875,24344.060546875,5433344
2023-02-23 10:00:00+00:00,24328.595703125,24328.595703125,24313.39453125,24319.41796875,24319.41796875,0
2023-02-23 10:05:00+00:00,24310.103515625,24310.103515625,24281.4765625,24281.4765625,24281.4765625,41928704
2023-02-23 10:10:00+00:00,24263.1796875,24284.267578125,24263.1796875,24284.267578125,24284.267578125,52072448
2023-02-23 10:15:00+00:00,24272.97265625,24272.97265625,24263.7265625,24263.7265625,24263.7265625,47476736
2023-02-23 10:20:00+00:00,24275.90234375,24294.990234375,24275.90234375,24294.990234375,24294.990234375,36634624
2023-02-23 10:25:00+00:00,24297.83984375,24307.59765625,24297.83984375,24307.59765625,24307.59765625,8529920
2023-02-23 10:30:00+00:00,24310.13671875,24311.45703125,24307.076171875,24307.076171875,24307.076171875,29253632
2023-02-23 10:35:00+00:00,24302.38671875,24302.38671875,24283.52734375,24284.060546875,24284.060546875,10909696
2023-02-23 10:40:00+00:00,24279.201171875,24279.201171875,24261.4765625,24261.4765625,24261.4765625,0
2023-02-23 10:45:00+00:00,24263.578125,24272.619140625,24263.578125,24269.876953125,24269.876953125,0
2023-02-23 10:50:00+00:00,24274.30859375,24284.708984375,24274.30859375,24284.708984375,24284.708984375,0
2023-02-23 10:55:00+00:00,24286.513671875,24287.177734375,24279.1328125,24279.1328125,24279.1328125,1810432
2023-02-23 11:00:00+00:00,24278.634765625,24278.634765625,24263.23046875,24263.23046875,24263.23046875,0
2023-02-23 11:05:00+00:00,24261.7109375,24261.7109375,24258.095703125,24260.30859375,24260.30859375,18135040
2023-02-23 11:10:00+00:00,24265.65234375,24268.26953125,24265.65234375,24266.576171875,24266.576171875,15824896
2023-02-23 11:15:00+00:00,24257.359375,24257.359375,24243.89453125,24243.89453125,24243.89453125,23689216
2023-02-23 11:20:00+00:00,24233.287109375,24233.287109375,24168.97265625,24168.97265625,24168.97265625,19480576
2023-02-23 11:25:00+00:00,24075.4375,24075.4375,23997.087890625,23997.087890625,23997.087890625,233506816
2023-02-23 11:30:00+00:00,23975.1171875,23975.1171875,23917.873046875,23932.099609375,23932.099609375,262535168
2023-02-23 11:35:00+00:00,23905.580078125,23905.580078125,23785.0390625,23785.0390625,23785.0390625,261390336
2023-02-23 11:40:00+00:00,23760.158203125,23798.421875,23760.158203125,23798.421875,23798.421875,185841664
2023-02-23 11:45:00+00:00,23794.185546875,23804.353515625,23763.703125,23763.703125,23763.703125,186845184
2023-02-23 11:50:00+00:00,23746.521484375,23751.439453125,23733.71484375,23750.34765625,23750.34765625,75397120
2023-02-23 11:55:00+00:00,23776.603515625,23776.603515625,23763.83203125,23772.6015625,23772.6015625,82694144
2023-02-23 12:00:00+00:00,23780.34375,23793.64453125,23768.966796875,23768.966796875,23768.966796875,0
2023-02-23 12:05:00+00:00,23747.123046875,23747.123046875,23693.919921875,23700.521484375,23700.521484375,141819904
2023-02-23 12:10:00+00:00,23745.962890625,23754.869140625,23745.962890625,23754.869140625,23754.869140625,172759040
2023-02-23 12:15:00+00:00,23762.248046875,23780.77734375,23762.248046875,23780.77734375,23780.77734375,80066560
2023-02-23 12:20:00+00:00,23807.322265625,23843.080078125,23807.322265625,23843.080078125,23843.080078125,107442176
2023-02-23 12:25:00+00:00,23855.19921875,23855.19921875,23823.51171875,23825.580078125,23825.580078125,102354944
2023-02-23 12:30:00+00:00,23833.85546875,23852.951171875,23833.85546875,23852.951171875,23852.951171875,82933760
2023-02-23 12:35:00+00:00,23860.755859375,23860.755859375,23850.279296875,23851.646484375,23851.646484375,35186688
2023-02-23 12:40:00+00:00,23845.861328125,23845.861328125,23821.203125,23821.203125,23821.203125,35567616
2023-02-23 12:45:00+00:00,23824.974609375,23835.13671875,23824.974609375,23835.13671875,23835.13671875,14022656
2023-02-23 12:50:00+00:00,23848.240234375,23925.830078125,23848.240234375,23925.830078125,23925.830078125,62627840
2023-02-23 12:55:00+00:00,23968.578125,23968.578125,23954.080078125,23954.080078125,23954.080078125,138758144
2023-02-23 13:00:00+00:00,23944.234375,23958.12109375,23940.080078125,23958.12109375,23958.12109375,0
2023-02-23 13:05:00+00:00,23960.73828125,23983.255859375,23960.73828125,23978.30859375,23978.30859375,69328896
2023-02-23 13:10:00+00:00,23981.90234375,23995.34375,23981.443359375,23995.34375,23995.34375,0
2023-02-23 13:15:00+00:00,24038.220703125,24112.248046875,24038.220703125,24112.248046875,24112.248046875,170723328
2023-02-23 13:20:00+00:00,24151.26953125,24175.517578125,24151.26953125,24172.314453125,24172.314453125,179140608
2023-02-23 13:25:00+00:00,24158.333984375,24158.333984375,24153.474609375,24155.0703125,24155.0703125,121808896
2023-02-23 13:30:00+00:00,24149.3125,24150.859375,24100.78125,24100.78125,24100.78125,136663040
2023-02-23 13:35:00+00:00,24085.091796875,24118.1484375,24085.091796875,24118.1484375,24118.1484375,196577280
2023-02-23 13:40:00+00:00,24149.888671875,24149.888671875,24105.515625,24105.515625,24105.515625,160176128
2023-02-23 13:45:00+00:00,24107.9296875,24107.9296875,24069.5,24069.5,24069.5,120082432
2023-02-23 13:50:00+00:00,24067.947265625,24067.947265625,23989.5625,23989.5625,23989.5625,109254656
2023-02-23 13:55:00+00:00,23927.173828125,24016.998046875,23927.173828125,24016.998046875,24016.998046875,208201728
2023-02-23 14:00:00+00:00,24019.6953125,24034.486328125,24015.1640625,24030.75,24030.75,0
2023-02-23 14:05:00+00:00,24029.720703125,24043.154296875,24029.720703125,24038.611328125,24038.611328125,13832192
2023-02-23 14:10:00+00:00,24057.931640625,24122.5625,24057.931640625,24117.6171875,24117.6171875,98140160
2023-02-23 14:15:00+00:00,24119.224609375,24122.5234375,24102.216796875,24122.5234375,24122.5234375,84166656
2023-02-23 14:20:00+00:00,24130.64453125,24139.087890625,24130.64453125,24131.5703125,24131.5703125,17160192
2023-02-23 14:25:00+00:00,24105.58984375,24105.58984375,24078.244140625,24078.244140625,24078.244140625,14018560
2023-02-23 14:30:00+00:00,24070.712890625,24078.3359375,24069.169921875,24069.169921875,24069.169921875,15513600
2023-02-23 14:35:00+00:00,24056.93359375,24056.93359375,24004.02734375,24004.02734375,24004.02734375,30087168
2023-02-23 14:40:00+00:00,23974.845703125,23988.875,23974.845703125,23988.875,23988.875,86499328
2023-02-23 14:45:00+00:00,23984.138671875,24049.05859375,23971.3125,24049.05859375,24049.05859375,83212288
2023-02-23 14:50:00+00:00,24051.404296875,24051.404296875,24025.740234375,24025.740234375,24025.740234375,54827008
2023-02-23 14:55:00+00:00,24044.044921875,24046.029296875,24040.58984375,24040.58984375,24040.58984375,27078656
2023-02-23 15:00:00+00:00,24039.890625,24039.890625,23993.75390625,23993.75390625,23993.75390625,0
2023-02-23 15:05:00+00:00,23978.35546875,23978.35546875,23949.04296875,23950.744140625,23950.744140625,0
2023-02-23 15:10:00+00:00,23935.822265625,23937.05859375,23926.953125,23937.05859375,23937.05859375,0
2023-02-23 15:15:00+00:00,23939.970703125,23951.029296875,23939.970703125,23951.029296875,23951.029296875,0
2023-02-23 15:20:00+00:00,23956.12890625,23958.80859375,23951.8046875,23952.4609375,23952.4609375,0
2023-02-23 15:25:00+00:00,23957.2421875,24008.880859375,23957.2421875,24008.880859375,24008.880859375,0
2023-02-23 15:30:00+00:00,24009.44140625,24009.44140625,23966.48828125,23966.48828125,23966.48828125,0
2023-02-23 15:35:00+00:00,23992.353515625,24028.5234375,23992.353515625,24028.5234375,24028.5234375,40335360
2023-02-23 15:40:00+00:00,24028.220703125,24028.220703125,23981.353515625,23981.353515625,23981.353515625,0
2023-02-23 15:45:00+00:00,23989.5390625,24002.998046875,23967.27734375,23967.27734375,23967.27734375,0
2023-02-23 15:50:00+00:00,23959.498046875,23959.498046875,23949.349609375,23949.349609375,23949.349609375,23746560
2023-02-23 15:55:00+00:00,23952.021484375,23956.86328125,23952.021484375,23956.86328125,23956.86328125,25149440
2023-02-23 16:00:00+00:00,23958.765625,23985.208984375,23958.765625,23985.208984375,23985.208984375,0
2023-02-23 16:05:00+00:00,23980.75390625,23980.75390625,23947.8984375,23947.8984375,23947.8984375,21018624
2023-02-23 16:10:00+00:00,23935.0234375,23949.03125,23935.0234375,23949.03125,23949.03125,14974976
2023-02-23 16:15:00+00:00,23947.962890625,23947.962890625,23936.724609375,23936.724609375,23936.724609375,10211328
2023-02-23 16:20:00+00:00,23928.298828125,23928.298828125,23914.92578125,23919.87109375,23919.87109375,15747072
2023-02-23 16:25:00+00:00,23923.162109375,23953.525390625,23923.162109375,23939.734375,23939.734375,45721600
2023-02-23 16:30:00+00:00,23938.26171875,23944.775390625,23938.26171875,23944.775390625,23944.775390625,0
2023-02-23 16:35:00+00:00,23947.45703125,23947.45703125,23933.26953125,23933.26953125,23933.26953125,0
2023-02-23 16:40:00+00:00,23919.912109375,23919.912109375,23893.3046875,23893.3046875,23893.3046875,0
2023-02-23 16:45:00+00:00,23898.60546875,23906.5,23898.60546875,23906.169921875,23906.169921875,27361280
2023-02-23 16:50:00+00:00,23908.466796875,23908.466796875,23889.732421875,23889.732421875,23889.732421875,7563264
2023-02-23 16:55:00+00:00,23870.29296875,23870.29296875,23836.671875,23836.671875,23836.671875,11952128
2023-02-23 17:00:00+00:00,23832.068359375,23832.068359375,23809.021484375,23826.798828125,23826.798828125,0
2023-02-23 17:05:00+00:00,23829.515625,23854.095703125,23829.515625,23854.095703125,23854.095703125,23840768
2023-02-23 17:10:00+00:00,23867.29296875,23868.130859375,23841.064453125,23841.064453125,23841.064453125,50552832
2023-02-23 17:15:00+00:00,23841.53515625,23883.265625,23841.53515625,23883.265625,23883.265625,19748864
2023-02-23 17:20:00+00:00,23880.9609375,23880.9609375,23859.33984375,23859.33984375,23859.33984375,9814016
2023-02-23 17:25:00+00:00,23856.11328125,23861.041015625,23854.591796875,23854.748046875,23854.748046875,0
2023-02-23 17:30:00+00:00,23849.69921875,23849.69921875,23833.26171875,23835.826171875,23835.826171875,0
2023-02-23 17:35:00+00:00,23859.607421875,23913.35546875,23859.607421875,23913.35546875,23913.35546875,81766400
2023-02-23 17:40:00+00:00,23912.251953125,23912.251953125,23905.1796875,23906.763671875,23906.763671875,2244608
2023-02-23 17:45:00+00:00,23942.787109375,23964.0,23942.787109375,23964.0,23964.0,89882624
2023-02-23 17:50:00+00:00,23960.560546875,23960.560546875,23916.8046875,23916.8046875,23916.8046875,43655168
2023-02-23 17:55:00+00:00,23839.318359375,23864.7578125,23839.318359375,23861.37890625,23861.37890625,166158336
2023-02-23 18:00:00+00:00,23859.02734375,23861.8984375,23829.75,23829.75,23829.75,0
2023-02-23 18:05:00+00:00,23821.716796875,23821.716796875,23779.4921875,23793.578125,23793.578125,79378432
2023-02-23 18:10:00+00:00,23800.4453125,23807.634765625,23797.03125,23807.634765625,23807.634765625,44161024
2023-02-23 18:15:00+00:00,23804.525390625,23810.302734375,23800.8125,23810.302734375,23810.302734375,33449984
2023-02-23 18:20:00+00:00,23825.224609375,23842.013671875,23825.224609375,23842.013671875,23842.013671875,44001280
2023-02-23 18:25:00+00:00,23839.373046875,23839.373046875,23815.873046875,23817.111328125,23817.111328125,20242432
2023-02-23 18:30:00+00:00,23821.52734375,23833.298828125,23821.52734375,23832.439453125,23832.439453125,378880
2023-02-23 18:35:00+00:00,23842.134765625,23842.134765625,23813.068359375,23813.068359375,23813.068359375,19238912
2023-02-23 18:40:00+00:00,23824.078125,23847.271484375,23824.078125,23847.271484375,23847.271484375,34699264
2023-02-23 18:45:00+00:00,23851.966796875,23869.7265625,23851.966796875,23869.7265625,23869.7265625,56487936
2023-02-23 18:50:00+00:00,23876.810546875,23892.0390625,23876.810546875,23891.9921875,23891.9921875,17207296
2023-02-23 18:55:00+00:00,23886.228515625,23886.228515625,23867.673828125,23867.673828125,23867.673828125,0
2023-02-23 19:00:00+00:00,23871.693359375,23873.375,23864.50390625,23864.50390625,23864.50390625,0
2023-02-23 19:05:00+00:00,23859.966796875,23877.70703125,23859.966796875,23877.70703125,23877.70703125,0
2023-02-23 19:10:00+00:00,23888.3203125,23939.81640625,23888.3203125,23939.81640625,23939.81640625,0
2023-02-23 19:15:00+00:00,23941.28125,23971.1875,23941.28125,23971.1875,23971.1875,0
2023-02-23 19:20:00+00:00,23998.216796875,23998.65625,23997.96875,23998.177734375,23998.177734375,27412480
2023-02-23 19:25:00+00:00,23988.66796875,24001.125,23988.66796875,23999.861328125,23999.861328125,0
2023-02-23 19:30:00+00:00,24000.017578125,24014.9609375,23997.96875,24014.9609375,24014.9609375,0
2023-02-23 19:35:00+00:00,24020.974609375,24027.31640625,24019.8828125,24019.8828125,24019.8828125,0
2023-02-23 19:40:00+00:00,24000.861328125,24001.27734375,23984.392578125,23984.392578125,23984.392578125,1554432
2023-02-23 19:45:00+00:00,23984.552734375,23993.3984375,23984.552734375,23992.7890625,23992.7890625,0
2023-02-23 19:50:00+00:00,23993.390625,23995.09375,23992.55859375,23992.55859375,23992.55859375,0
2023-02-23 19:55:00+00:00,23978.77734375,23982.443359375,23973.646484375,23976.513671875,23976.513671875,0
2023-02-23 20:00:00+00:00,23976.72265625,24025.619140625,23976.72265625,24025.619140625,24025.619140625,0
2023-02-23 20:05:00+00:00,24031.01953125,24042.69140625,24031.01953125,24038.828125,24038.828125,43282432
2023-02-23 20:10:00+00:00,24029.29296875,24029.29296875,24014.83203125,24014.83203125,24014.83203125,14614528
2023-02-23 20:15:00+00:00,24023.71484375,24037.57421875,24023.71484375,24037.57421875,24037.57421875,0
2023-02-23 20:20:00+00:00,24032.57421875,24032.57421875,24009.28515625,24010.05078125,24010.05078125,0
2023-02-23 20:25:00+00:00,24014.736328125,24018.3046875,24011.63671875,24018.3046875,24018.3046875,0
2023-02-23 20:30:00+00:00,24019.208984375,24021.291015625,24012.626953125,24021.291015625,24021.291015625,0
2023-02-23 20:35:00+00:00,24019.33203125,24029.017578125,24019.33203125,24025.494140625,24025.494140625,22675456
2023-02-23 20:40:00+00:00,24017.7421875,24017.7421875,24005.171875,24005.171875,24005.171875,0
2023-02-23 20:45:00+00:00,24003.404296875,24003.404296875,23995.119140625,23995.119140625,23995.119140625,0
2023-02-23 20:50:00+00:00,23989.486328125,23989.486328125,23971.56640625,23971.56640625,23971.56640625,11249664
2023-02-23 20:55:00+00:00,23951.923828125,23957.96875,23951.923828125,23957.96875,23957.96875,29564928
2023-02-23 21:00:00+00:00,23959.37109375,23960.6796875,23956.197265625,23959.31640625,23959.31640625,0
2023-02-23 21:05:00+00:00,23956.435546875,23959.65625,23955.0234375,23959.65625,23959.65625,0
2023-02-23 21:10:00+00:00,23964.05859375,23964.318359375,23962.880859375,23964.318359375,23964.318359375,0
2023-02-23 21:15:00+00:00,23964.181640625,23970.421875,23964.181640625,23970.412109375,23970.412109375,13656064
